Cell Type	TF/DNase/HistoneMark	Treatment	DeepSEA ROC AUC	DanQ ROC AUC	DanQ-JASPAR ROC AUC	DeepSEA PR AUC	DanQ PR AUC	DanQ-JASPAR PR AUC
AG09319	CTCF	None	0.978336314	0.9816625496	0.9835436525	0.6486175458	0.6810816018	0.6919745276
AG10803	CTCF	None	0.977383406	0.9814808001	0.9836928361	0.6204530897	0.6498434737	0.6628024584
AoAF	CTCF	None	0.979360564	0.9830636763	0.9845727481	0.598640769	0.635875111	0.6458501586
BE2_C	CTCF	None	0.974790176	0.9796246062	0.9815985316	0.6629807575	0.6893772406	0.7026572718
BJ	CTCF	None	0.97794502	0.9814425689	0.9834981576	0.6566954202	0.6877814739	0.6971624875
Caco-2	CTCF	None	0.988277636	0.9908286144	0.9916066473	0.6859076405	0.71033521	0.7230363795
GM06990	CTCF	None	0.98146852	0.9852277674	0.9862333408	0.6522628273	0.6889207705	0.6983274347
GM12801	CTCF	None	0.996388547	0.9953458122	0.9970761167	0.262530792	0.3311145781	0.3156353128
GM12864	CTCF	None	0.98151416	0.9846504534	0.9860605255	0.6589525918	0.6918374579	0.7073420905
GM12865	CTCF	None	0.98390459	0.9870662366	0.9879795883	0.6762328666	0.707483546	0.721661871
GM12872	CTCF	None	0.98152822	0.9843798705	0.9859284124	0.6606721204	0.6913432817	0.710295133
GM12873	CTCF	None	0.978608357	0.9831937621	0.9847130084	0.6683007765	0.7047957857	0.7166120086
GM12874	CTCF	None	0.988394464	0.9901986458	0.9911804825	0.6628420778	0.6996436124	0.7119373728
GM12875	CTCF	None	0.987006149	0.989213454	0.9902034153	0.661661065	0.6979438148	0.7139402552
GM12878	CTCF	None	0.987368435	0.9893447954	0.9906678015	0.6692351969	0.7092044344	0.7241019391
HAc	CTCF	None	0.975613821	0.9798392204	0.982014569	0.6441960059	0.6786092417	0.6907878784
HA-sp	CTCF	None	0.983502301	0.9863719045	0.9877767541	0.6661068791	0.7014041713	0.7101149886
HBMEC	CTCF	None	0.975665601	0.9800162517	0.9822821308	0.6549571456	0.6902909769	0.7020135332
HCFaa	CTCF	None	0.983294086	0.9861855774	0.9877353184	0.6403265252	0.6730266411	0.6876812422
HCM	CTCF	None	0.973604251	0.9784178921	0.9801124412	0.6579124509	0.6910412395	0.702937013
HCPEpiC	CTCF	None	0.973270922	0.9772286972	0.9796452014	0.653758508	0.6826491567	0.696569071
HCT-116	CTCF	None	0.980597414	0.9842567521	0.9864037722	0.6560473552	0.687327747	0.7007447474
HEEpiC	CTCF	None	0.977437764	0.9820767832	0.984083028	0.6365819992	0.6737203457	0.6822350963
HEK293	CTCF	None	0.985172767	0.9884973948	0.9897097693	0.6535256458	0.690025418	0.7070159064
HeLa-S3	CTCF	None	0.986136886	0.9886791267	0.9898866619	0.6475668682	0.6841937577	0.7016434011
HepG2	CTCF	None	0.985827054	0.9885907841	0.9900503703	0.6458350738	0.6981071248	0.7101281676
HFF	CTCF	None	0.985359606	0.9878920586	0.9892274307	0.6502645795	0.6806507575	0.6913464373
HFF-Myc	CTCF	None	0.979757933	0.9832194472	0.9851106451	0.6720929806	0.7058487057	0.7220906358
HL-60	CTCF	None	0.99534579	0.9964539538	0.9963882656	0.6719854829	0.7162271327	0.7213985799
HMEC	CTCF	None	0.976528422	0.9820951465	0.9841888842	0.6452989091	0.6846393313	0.6971786094
HMF	CTCF	None	0.979291738	0.9823873848	0.9843323321	0.642813225	0.6790010372	0.6912620016
HPAF	CTCF	None	0.974620232	0.9786277864	0.9812772568	0.6569568246	0.6891918549	0.6993529624
HPF	CTCF	None	0.980724019	0.9837574936	0.9856762945	0.6254417713	0.6579455483	0.6692696342
HRE	CTCF	None	0.983126406	0.9862219651	0.9876128498	0.6547078271	0.6899446179	0.7031286346
HRPEpiC	CTCF	None	0.982951122	0.9856156775	0.9873026534	0.6554673855	0.691513455	0.701818171
HUVEC	CTCF	None	0.987347169	0.98933668	0.9907458115	0.6685874614	0.6989467976	0.7117877305
HVMF	CTCF	None	0.97860556	0.9826177938	0.9847582666	0.6556989052	0.6919562649	0.7025413595
K562	CTCF	None	0.985286372	0.9879720679	0.9892988855	0.6362143562	0.6786052834	0.6914938274
MCF-7	CTCF	None	0.979258003	0.9829565056	0.9847807514	0.6317482051	0.6684723725	0.6790873808
NB4	CTCF	None	0.9896524	0.9912005647	0.9920472408	0.6774548825	0.7123401532	0.7219869959
NHDF-neo	CTCF	None	0.973276768	0.9775043029	0.980357983	0.6277904411	0.6574463533	0.6684000909
NHEK	CTCF	None	0.980588747	0.9847427439	0.9865238478	0.6511940384	0.6939337318	0.702404389
NHLF	CTCF	None	0.981196103	0.9847984869	0.9865292986	0.5986568508	0.6361550939	0.6496131843
RPTEC	CTCF	None	0.976169465	0.9808942024	0.9833661054	0.7018637467	0.7354453655	0.7459585685
SAEC	CTCF	None	0.985076566	0.987506187	0.9890320487	0.6749445408	0.704766648	0.7148845286
SK-N-SH_RA	CTCF	None	0.987171383	0.9893747767	0.9903807755	0.6760556135	0.7009598675	0.7120835834
WERI-Rb-1	CTCF	None	0.984834186	0.9882083673	0.9894220417	0.6258399563	0.6699902575	0.6852139695
WI-38	CTCF	None	0.934407177	0.9415380569	0.9465819889	0.6887911683	0.7130838079	0.7255293238
H1-hESC	H2AK5ac	None	0.852599169	0.854419934	0.8561582159	0.3477778841	0.3581539389	0.3579776436
H1-hESC	H2AZ	None	0.880007212	0.8832374816	0.8871899401	0.1616547769	0.1694169117	0.1752259634
H1-hESC	H2BK120ac	None	0.79927369	0.810604665	0.8163277808	0.0558695687	0.0696698588	0.0823048758
H1-hESC	H2BK12ac	None	0.857873957	0.8624424789	0.8663964897	0.1615870082	0.1706132358	0.178968358
H1-hESC	H2BK15ac	None	0.887357172	0.8877396686	0.8912001794	0.1234058579	0.1195628325	0.1244528457
H1-hESC	H2BK20ac	None	0.824878544	0.8301233517	0.8387192216	0.0557121031	0.0611895815	0.0720371355
H1-hESC	H2BK5ac	None	0.854260176	0.8626338187	0.8681665624	0.2330776027	0.2467524507	0.2595484192
H1-hESC	H3K14ac	None	0.887574475	0.8947536836	0.8953682251	0.0677252321	0.0732038497	0.0746380092
H1-hESC	H3K18ac	None	0.855361559	0.8602512305	0.8642925068	0.3220196615	0.3346568735	0.3422921394
H1-hESC	H3K23ac	None	0.870666876	0.8726540782	0.8723437514	0.050421386	0.0507011538	0.054306288
H1-hESC	H3K23me2	None	0.955764483	0.9582963183	0.9591367444	0.5096895409	0.5300437341	0.5362555966
H1-hESC	H3K27ac	None	0.85577742	0.8651904248	0.8731465121	0.4039985175	0.430010867	0.4436935957
H1-hESC	H3K27me3	None	0.879300676	0.8834539436	0.8842837308	0.4456224156	0.4684332076	0.4713907477
H1-hESC	H3K36me3	None	0.789815069	0.8030492517	0.8056884221	0.1845510422	0.2095461868	0.2124096666
H1-hESC	H3K4ac	None	0.856771026	0.8665710174	0.8674846505	0.0534762577	0.062165076	0.0697570973
H1-hESC	H3K4me1	None	0.848721749	0.8568741855	0.8634689525	0.3559210234	0.3772135902	0.3936794386
H1-hESC	H3K4me2	None	0.909884497	0.9175300603	0.9232614248	0.7210142153	0.7403730313	0.7496709582
H1-hESC	H3K4me3	None	0.975875068	0.977770481	0.978460547	0.8742301548	0.8831260897	0.8814531352
H1-hESC	H3K56ac	None	0.899505858	0.9057404747	0.9052512376	0.2986279363	0.3210154139	0.3193659667
H1-hESC	H3K79me1	None	0.875457392	0.8788750468	0.8817620633	0.1162473841	0.1189596462	0.1227265618
H1-hESC	H3K79me2	None	0.850005808	0.8565250037	0.859920157	0.1246035335	0.1297120546	0.1321584956
H1-hESC	H3K9ac	None	0.940702611	0.9433224791	0.9455568926	0.6482981757	0.6632430548	0.6642391135
H1-hESC	H3K9me3	None	0.822731426	0.8321046412	0.8362938618	0.2275912984	0.2585931421	0.2693038403
H1-hESC	H4K20me1	None	0.867600161	0.8708293034	0.8738221661	0.2554766574	0.2605002529	0.2632976267
H1-hESC	H4K5ac	None	0.858919871	0.8691221694	0.8735366122	0.3147650756	0.3368166242	0.3463993532
H1-hESC	H4K8ac	None	0.919454075	0.9201573761	0.9201730272	0.4849090605	0.4894548236	0.4894025808
H1-hESC	H4K91ac	None	0.832206416	0.8411349676	0.8455255484	0.501414705	0.5203134392	0.5296433949
K562	H2AZ	None	0.860586294	0.8681109475	0.8705971969	0.4558146462	0.4755502493	0.4748192417
K562	H3K27ac	None	0.856293606	0.8666965149	0.8690877695	0.4622216253	0.4864024116	0.4895676929
K562	H3K27me3	None	0.852639587	0.8560830308	0.8573672429	0.0982533857	0.0993487531	0.0979255625
K562	H3K36me3	None	0.787930951	0.796791058	0.7988019666	0.142557417	0.159331738	0.1648155937
K562	H3K4me1	None	0.79713282	0.8079979697	0.8113776338	0.336085661	0.3575600385	0.3681487692
K562	H3K4me2	None	0.878500794	0.8869956816	0.889163566	0.5601163098	0.5822017775	0.5846288945
K562	H3K4me3	None	0.895148203	0.9036289369	0.9041670261	0.5825216305	0.6045901221	0.6021849037
K562	H3K79me2	None	0.808862625	0.8160448702	0.8164867066	0.3381227404	0.3560004725	0.3586087374
K562	H3K9ac	None	0.880763544	0.8890009973	0.8893470086	0.5269793832	0.5519283254	0.5494629072
K562	H3K9me1	None	0.879541083	0.8818445518	0.882513382	0.045134338	0.0478725204	0.0494076076
K562	H3K9me3	None	0.852637767	0.8649878937	0.8726852866	0.0696910737	0.0834678822	0.0915095232
K562	H4K20me1	None	0.866490655	0.8703149768	0.8728550624	0.1390754684	0.1510787114	0.1516121135
Monocytes-CD14+RO01746 	H2AZ	None	0.882343773	0.8887792338	0.8899695324	0.5818127726	0.5995145867	0.5984924021
Monocytes-CD14+RO01746 	H3K27ac	None	0.797300125	0.806139098	0.8082901864	0.4658676558	0.4866655183	0.4895113661
Monocytes-CD14+RO01746 	H3K27me3	None	0.79487771	0.8012487655	0.8020228832	0.4261946829	0.4439775973	0.4421194874
Monocytes-CD14+RO01746 	H3K36me3	None	0.756955851	0.767041312	0.770749731	0.2540853711	0.2744152954	0.2788802742
Monocytes-CD14+RO01746 	H3K4me1	None	0.807208262	0.8167643581	0.8197776349	0.5183822124	0.5440619068	0.5466017199
Monocytes-CD14+RO01746 	H3K4me2	None	0.896572791	0.9030440033	0.9057030886	0.6746255279	0.6951632979	0.6977500104
Monocytes-CD14+RO01746 	H3K4me3	None	0.886542685	0.8938658479	0.8967303372	0.6387933437	0.6625141368	0.6637712153
Monocytes-CD14+RO01746 	H3K79me2	None	0.769437441	0.7761280719	0.7772863311	0.3033911813	0.3189867894	0.3177647605
Monocytes-CD14+RO01746 	H3K9ac	None	0.909013415	0.9132690154	0.9136283308	0.6038788423	0.6242576302	0.6209087168
Monocytes-CD14+RO01746 	H3K9me3	None	0.819250503	0.8325791143	0.8371220711	0.2922157992	0.3337290792	0.3368616895
Monocytes-CD14+RO01746 	H4K20me1	None	0.752118164	0.7578406444	0.7604623758	0.2640966183	0.270723636	0.2728613916
NH-A	H2AZ	None	0.934543991	0.9392002695	0.9399091969	0.6437496583	0.6629703199	0.6623842773
NH-A	H3K27ac	None	0.848327563	0.8542354926	0.8585425293	0.5302574079	0.5463726595	0.5528595521
NH-A	H3K27me3	None	0.82906793	0.8369093452	0.8382013711	0.2841125709	0.3034164725	0.3064127091
NH-A	H3K36me3	None	0.775040075	0.7892603313	0.7907479881	0.1339311254	0.1547194325	0.1588093334
NH-A	H3K4me1	None	0.821700313	0.8304620728	0.8344759352	0.5183195833	0.5381410548	0.5433955269
NH-A	H3K4me2	None	0.886510301	0.8931699377	0.8960804723	0.700399792	0.7176369585	0.7215997302
NH-A	H3K4me3	None	0.927049068	0.9313099343	0.9320655591	0.7079955575	0.7216265635	0.7226247325
NH-A	H3K79me2	None	0.792846795	0.798146873	0.8005050776	0.3358301735	0.3503761566	0.3544394817
NH-A	H3K9ac	None	0.881435935	0.8875260961	0.8900372998	0.6024409751	0.6211545144	0.6238219452
NH-A	H3K9me3	None	0.825823587	0.8337961341	0.8404417538	0.1520151689	0.1734896264	0.1831975289
NH-A	H4K20me1	None	0.802550874	0.8079022344	0.8101819597	0.2509737201	0.2570375686	0.2605225157
NHDF-Ad	H2AZ	None	0.931306796	0.9367174587	0.937709383	0.5558069154	0.5793366784	0.577937178
NHDF-Ad	H3K27ac	None	0.850121839	0.8554689856	0.8597481281	0.4032638485	0.4213770727	0.4292404554
NHDF-Ad	H3K27me3	None	0.863633544	0.8713280448	0.8727391571	0.201301708	0.2228935191	0.2315335657
NHDF-Ad	H3K36me3	None	0.793156759	0.8063869871	0.8073027439	0.0501394385	0.0638338905	0.0650649444
NHDF-Ad	H3K4me1	None	0.797057481	0.8057607535	0.8103393841	0.3359489464	0.3515302348	0.3588099372
NHDF-Ad	H3K4me2	None	0.883647778	0.8921135175	0.8952531888	0.58096511	0.6034376713	0.6088256245
NHDF-Ad	H3K4me3	None	0.942126729	0.9462047018	0.9460857168	0.6536548136	0.6742294981	0.6734876817
NHDF-Ad	H3K79me2	None	0.793253397	0.798341161	0.8001414634	0.2740517041	0.2833860324	0.2886426019
NHDF-Ad	H3K9ac	None	0.919771445	0.9247334392	0.9256288897	0.565631271	0.58867175	0.587977934
NHDF-Ad	H3K9me3	None	0.864055626	0.8776549151	0.8841444113	0.0941720729	0.1247220385	0.1225577509
NHDF-Ad	H4K20me1	None	0.806867737	0.8117449971	0.8137530724	0.1643012019	0.1658497171	0.1657284111
NHEK	H2AZ	None	0.885739743	0.8956652489	0.8990363601	0.5079551702	0.5324983482	0.5337551275
NHEK	H3K27ac	None	0.834274015	0.8483122487	0.8506502014	0.5050920005	0.5330842291	0.5368595139
NHEK	H3K27me3	None	0.863407124	0.8697048507	0.8712294842	0.3752903284	0.3952662538	0.3993363415
NHEK	H3K36me3	None	0.792085568	0.7999561275	0.8011173347	0.2167018366	0.2374562719	0.2371179192
NHEK	H3K4me1	None	0.792994287	0.8132133538	0.8172787346	0.4688211946	0.5122188934	0.5187199438
NHEK	H3K4me2	None	0.857601665	0.8735562199	0.876420776	0.608435773	0.6411839974	0.6443263952
NHEK	H3K4me3	None	0.912941488	0.9216491466	0.9221132597	0.6842982774	0.7046821057	0.7032752975
NHEK	H3K79me2	None	0.794500485	0.8003556863	0.8016078641	0.3431902128	0.3560726582	0.3598899366
NHEK	H3K9ac	None	0.885189826	0.8935875722	0.8959025471	0.5893755065	0.6119542401	0.6130664601
NHEK	H3K9me1	None	0.825638522	0.8273324413	0.8305537365	0.0578280465	0.0602220842	0.0595818597
NHEK	H3K9me3	None	0.816711468	0.8258959928	0.8345254074	0.1414399689	0.1701882645	0.1821615795
NHEK	H4K20me1	None	0.807668425	0.8153839223	0.8170854733	0.1030521431	0.1111097606	0.1094073472
NHLF	H2AZ	None	0.926982544	0.9335734378	0.9340833222	0.5161821139	0.5419271984	0.5419153716
NHLF	H3K27ac	None	0.851935222	0.8585712996	0.8625349946	0.5026534138	0.5221558294	0.5277363364
NHLF	H3K27me3	None	0.849496802	0.8560380923	0.8564923185	0.2692090938	0.2910871011	0.2963368947
NHLF	H3K36me3	None	0.881215023	0.887763229	0.8885718027	0.2065267859	0.2269791282	0.2244888146
NHLF	H3K4me1	None	0.79589153	0.8054663863	0.8086881293	0.2843854378	0.3002328275	0.3017918915
NHLF	H3K4me2	None	0.878682327	0.8869873567	0.8889944586	0.5692631153	0.5892591371	0.5918100879
NHLF	H3K4me3	None	0.954684021	0.9582314816	0.9579712716	0.7267258389	0.746217479	0.7420011434
NHLF	H3K79me2	None	0.800115089	0.8061569438	0.8065581722	0.3085817869	0.3237493771	0.3263071782
NHLF	H3K9ac	None	0.9467853	0.9495595781	0.9496488817	0.6639096913	0.6821765783	0.6793136581
NHLF	H3K9me3	None	0.904843145	0.9126143963	0.916924719	0.1636607685	0.1929613651	0.1870375612
NHLF	H4K20me1	None	0.793365318	0.8059370411	0.803589362	0.0244687879	0.0278311421	0.0268030011
Osteoblasts	H2AZ	None	0.88644934	0.8940104082	0.8954945067	0.539630734	0.5601726242	0.5593654542
Osteoblasts	H3K27ac	None	0.807465835	0.815111861	0.8197338723	0.4985397003	0.513862959	0.5220757725
Osteoblasts	H3K27me3	None	0.782973876	0.7920978152	0.7929389282	0.2711379423	0.2852360191	0.2882751263
Osteoblasts	H3K36me3	None	0.77057732	0.7809714792	0.7839078351	0.201519476	0.2221805502	0.2283720567
Osteoblasts	H3K4me1	None	0.793169799	0.8035897924	0.8084505416	0.5010353968	0.5199837254	0.5272421514
Osteoblasts	H3K4me2	None	0.86898309	0.8785501479	0.8816511717	0.6366412809	0.6560691864	0.6603864774
Osteoblasts	H3K4me3	None	0.913910009	0.9204363533	0.9217600021	0.6801007395	0.6973398	0.6987628534
Osteoblasts	H3K79me2	None	0.783730896	0.7899264513	0.7913043755	0.3385628618	0.3519748274	0.3561543399
Osteoblasts	H3K9me3	None	0.807280998	0.8165270518	0.823870533	0.1037362926	0.1299171813	0.1307806846
